subject,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10
1,-0.010076262052726893,-0.07820500417623573,0.1452737115946486,-0.24822679167134185,0.7355773985990093,-0.8501899731700341,2.119235908809422,1.9721868923788803,0.1602513813626089,0.11835845506703219
2,0.06370628199962411,0.07784033349717559,0.22118980438635966,0.4879959604685698,1.4714018095013732,-1.475660365886956,1.7761287208708014,1.5726903459568682,0.1319773983817871,0.11403870010658683
3,0.0887248140537873,0.3817115882409578,0.05477676865543349,0.6129621572943941,1.0224379377939359,-1.193561779636487,2.0896258892679724,1.8850706875136294,0.1804278011160715,0.12911094949230892
4,-0.015409945967551473,0.2898777597118896,0.08956701703718217,0.20505663799870583,1.3532644296381973,-1.5154369425202268,1.8117771331883934,1.980634679681702,0.16534174665139975,0.11310816419931828
5,0.0440082343653057,0.3660254192075604,-0.06433315603627929,0.5374073777251741,1.1464060092151087,-0.6710085104361917,1.7956830277112683,1.5944674742676652,0.17904229069652092,0.1262847824956852
6,0.010104391191494127,0.2551435032045156,0.2642408693661041,0.6810728857761557,1.1253928209862956,-1.4905444881403287,1.5369599597509433,1.5848181938178723,0.14895205584487692,0.1310701718822694
7,0.05009258323188758,0.32186291188786437,0.26117214228455854,0.21081789825064073,0.9281907890152508,-1.1196493501663778,1.7803568132275605,1.878075907652226,0.14010162018683012,0.12717312352644186
8,0.033433729818392655,0.14466727450153272,0.10113939275474519,0.19731008509342118,1.2436411341462947,-0.993534354696629,1.8473096238585625,1.4979143589349466,0.19013357205587075,0.12542277848897085
9,0.1118133030709249,0.29564855989976757,0.1441253829455824,1.2197685402779095,0.9894557247956559,-0.7282816604744592,1.626269276296222,1.5892778144293367,0.12985899092897596,0.10991951875184353
10,-6.876018912984791e-4,0.09520048173667653,0.12515623414448945,0.4204578898346067,0.5271860605418315,-1.0079127000939592,1.6684175388184372,1.6500309044367591,0.13669863743532334,0.11744909287323982
12,0.030103932958243495,0.2124769304819518,0.06223231863933965,0.7059520451068065,0.9214586999440172,-0.9933050592544069,1.5752663464465688,1.5287131351869827,0.16268875455653511,0.12009545865676291
13,0.0597941544694359,0.16040760358520018,0.1528341436259771,0.19765946076952717,0.6652164533338959,-0.9710924939138034,2.0187604935082053,2.052091459767316,0.1402568573231765,0.10752577794939476
14,0.10663530271547671,0.29024937049685,0.279105009250119,0.46550640754072686,1.5051866201664383,-0.8465269201623861,1.9893701863868372,1.8088476401093834,0.14372547551037104,0.1326039342723556
15,0.004910742436606861,0.16959942753846033,0.28247726686068697,0.5249831256182971,0.9309539606363999,-1.3606025253492922,1.7928170018047092,1.5085451171270265,0.14977492225094988,0.10353751149292612
16,0.07586321535596989,0.20759031112959422,0.1606113648566191,0.05301165711387588,1.3000270979681894,-1.122983982402255,1.777590501889425,1.8017085066280647,0.10841519444311766,0.11176961120447451
17,0.11249965651402236,0.26514059849414895,0.1793446078961968,0.4575009524570128,0.8396825550673054,-0.5718401513828504,2.03909848840812,1.7538385649395596,0.14994905649668186,0.1094491245739512
18,-0.041713878828431285,-0.03510628370655616,0.13857619719952258,0.13302048043948533,0.990505204667176,-0.7742419715553157,1.600770700746951,1.5983202639709149,0.15928234692664756,0.11893470979781827
19,0.06088601064827139,0.5696359344765644,0.14799723870914824,0.8969594004777472,1.2670355429282076,-1.3607903346216341,1.8289717822198466,1.426211801596757,0.17658842025247176,0.10280990422891242
20,0.11886036883261983,0.22228407439814374,0.16338968916737812,0.3884461191482979,0.7529607295712446,-0.6658451208990042,1.9388396479617251,1.7684753741645265,0.13703842567513866,0.09988941353711497
21,0.02632459731275156,0.09740812754107202,0.029952558922777414,0.38087092133146416,1.141310051482259,-0.8743209090218417,1.6459465219420646,1.6670218800909975,0.17506419927222652,0.09633090091469855
22,-0.03348163210750699,0.36509585697988284,0.22759313915198934,0.30455521529494994,0.925985796962205,-1.5029083718874843,1.7183985425379515,1.7694512327264817,0.17448900980325815,0.11175651035403325
23,0.027001032529191258,0.24514120216158392,0.03991033022879965,0.39696000720316255,1.0602233730732304,-0.7708997840328436,1.9405547832780536,1.9638255999955503,0.19422688293431206,0.1199175224882575
24,0.0034641671276880327,0.2426735754369484,0.13841189304506057,0.6022014771465962,1.5227762872673956,-1.7708555060325968,1.8855100439702914,1.7370988110488834,0.15051476403731007,0.10562359019762796
25,-0.03269208335238983,0.42228259482806174,0.075003299031962,0.5878634459179699,1.354872361325602,-1.3636039929965975,1.785707780416157,1.952877162831641,0.13480330254641196,0.08169920490934282
26,0.017857334697158767,0.08986606249537334,0.07971828756441812,0.7738737026975494,1.1915640440101514,-1.2294427135031962,1.903260940060321,1.6017444668128111,0.1432856143526475,0.11435442412380974
27,0.07095513627212377,0.013258978567283324,0.08175156101937747,0.3646699374015939,0.7963625894723616,-1.181000758987727,1.8260236201063855,1.8208249532269907,0.1567390030625611,0.1216001474405171
28,0.0047107730912592845,0.15958195309344045,0.18628629168147476,0.3023926635515549,0.7369114449291706,-1.401519980308829,1.8174276898446398,2.060957237881656,0.14853369853818787,0.10355355459686723
29,0.09283312044241394,0.48898711329122024,0.1375749536142776,0.8436019710988778,1.2243755052837648,-0.8995827396351019,2.022401869762631,1.7955081642168331,0.13825748181487937,0.13459172722290452
30,0.029281805474858452,0.25603546101542646,0.1207222214510786,1.0298584175749237,1.0115447646973386,-1.1254567390874368,1.7232831172325243,1.5972081729855183,0.1645837483635246,0.1203179940996181
31,0.029460007430454474,0.1977847598891401,0.04635928621835577,0.6249175146098664,1.308667303822177,-0.653005326137347,1.7854455662631556,1.8528505688162236,0.16746940202766172,0.12057499239366003
32,0.07402737157381148,0.42719873673421704,0.025892820400524232,0.4599023754140569,1.1836351597843464,-1.105559794812355,1.5450390820398316,1.4852054368294898,0.14401892796772597,0.11938960039753109
33,0.005194879895344576,0.5659783215466048,0.1157927982691792,0.5269793959107621,1.2016774278398927,-1.5050509334450208,1.8657100547621488,2.112794926752454,0.15701891540172538,0.1099330958567087
34,0.034180200554631925,0.5202514009806544,0.22659149851589938,0.24358598575485016,1.2162287937880347,-1.2311090036716648,1.7137564319908603,1.9156298361259045,0.17010398524915746,0.10839388230447755
35,-0.0015012939526631484,0.20100774215172315,0.1337913603905156,0.5074203824375088,1.181114059534799,-1.17590202467655,1.553167029922302,1.4446737716217775,0.18956221528155928,0.12212960424340505
36,-0.04856238928976271,0.02426338876006363,0.0048523891686023495,-0.108936669035476,0.8009310766246238,-1.150832352557728,2.020223765607517,2.22224029566133,0.1492803035230471,0.11896912267220255
37,0.07474562373943087,0.2597071624227994,0.04732009670216373,0.726156086695097,0.826496556395806,-1.1352422939321012,1.6008236078562923,1.3971104736172295,0.1529756445137446,0.10355991271496934
